dataset	sample	effect_id	block_size	high_source_spots	neighbor_spots	background_spots	neighbor_mean	background_mean	observed_delta	observed_ratio	block_null_delta_mean	block_null_ratio_mean	block_empirical_p_delta_ge_observed	survives_block_delta_p_0_05	source_variant	target_family	target_variant
GSE225857	L1	hla_drb5_no_ptprc_to_glutamate_transamination_minus_GOT1	12	1232	1237	2203	0.37241442918284695	0.23942885952871243	0.13298556965413452	1.555428321865213	0.12231915254263738	1.460258110875455	0.13861386138613863	0	hla_drb5_no_ptprc	glutamate_transamination	glutamate_transamination_minus_GOT1
GSE225857	L1	hla_drb5_no_ptprc_to_glutamate_transamination_minus_GOT2	12	1232	1237	2203	0.25164562904325466	0.16009115072908237	0.0915544783141723	1.5718896884507207	0.08789415376775399	1.48624186682071	0.32673267326732675	0	hla_drb5_no_ptprc	glutamate_transamination	glutamate_transamination_minus_GOT2
GSE225857	L1	hla_drb5_no_ptprc_to_glutamate_transamination_minus_GLUD1	12	1232	1237	2203	0.3887221390400742	0.24837924179817952	0.14034289724189467	1.5650347276441492	0.12655002304225035	1.4578323641250746	0.07920792079207921	0	hla_drb5_no_ptprc	glutamate_transamination	glutamate_transamination_minus_GLUD1
GSE225857	L1	hla_drb5_no_ptprc_to_glutamate_transamination_minus_GLS	12	1232	1237	2203	0.3547302744253556	0.22471557582372542	0.13001469860163017	1.5785744852133354	0.11773768730720455	1.469822900597427	0.07920792079207921	0	hla_drb5_no_ptprc	glutamate_transamination	glutamate_transamination_minus_GLS
GSE225857	L1	hla_drb5_no_cd74_ptprc_to_pyruvate_mito_entry	12	1416	2393	863	0.4397641965702474	0.277055008826363	0.16270918774388438	1.5872811628027923	0.12676776552627295	1.3949523940773443	0.009900990099009901	1	hla_drb5_no_cd74_ptprc	pyruvate_mito_entry	pyruvate_mito_entry
GSE225857	L1	hla_drb5_no_cd74_ptprc_to_pyruvate_mito_entry_minus_MPC1	12	1416	2393	863	0.47739532506651977	0.30514719386290073	0.17224813120361904	1.5644755536602057	0.1334832824223724	1.3788516165328355	0.009900990099009901	1	hla_drb5_no_cd74_ptprc	pyruvate_mito_entry	pyruvate_mito_entry_minus_MPC1
GSE225857	L1	hla_drb5_no_cd74_ptprc_to_pyruvate_mito_entry_minus_MPC2	12	1416	2393	863	0.43334161869303	0.2713759431088734	0.1619656755841566	1.5968313687966715	0.12313402773947683	1.387506314650296	0.009900990099009901	1	hla_drb5_no_cd74_ptprc	pyruvate_mito_entry	pyruvate_mito_entry_minus_MPC2
GSE225857	L1	hla_drb5_no_cd74_ptprc_to_pyruvate_mito_entry_minus_PDHA1	12	1416	2393	863	0.3837660685582581	0.2349406883186146	0.14882538023964353	1.633459369276275	0.12243118086858223	1.452347189051818	0.009900990099009901	1	hla_drb5_no_cd74_ptprc	pyruvate_mito_entry	pyruvate_mito_entry_minus_PDHA1
GSE225857	L1	hla_drb5_no_cd74_ptprc_to_pyruvate_mito_entry_minus_PDHB	12	1416	2393	863	0.46455377396318187	0.29675621001506336	0.1677975639481185	1.5654390987794362	0.12873967760415933	1.3770008764548223	0.009900990099009901	1	hla_drb5_no_cd74_ptprc	pyruvate_mito_entry	pyruvate_mito_entry_minus_PDHB
GSE225857	L1	hla_drb5_no_cd74_ptprc_to_glutamate_transamination	12	1416	2393	863	0.31170847980745514	0.19374729469237092	0.11796118511508422	1.608840424339247	0.09104854345834815	1.4073597426206512	0.009900990099009901	1	hla_drb5_no_cd74_ptprc	glutamate_transamination	glutamate_transamination
GSE225857	L1	hla_drb5_no_cd74_ptprc_to_glutamate_transamination_minus_GOT1	12	1416	2393	863	0.3377981001241064	0.21312355784176593	0.12467454228234046	1.584987148041632	0.09935813647786558	1.4105319745817884	0.009900990099009901	1	hla_drb5_no_cd74_ptprc	glutamate_transamination	glutamate_transamination_minus_GOT1
GSE225857	L1	hla_drb5_no_cd74_ptprc_to_glutamate_transamination_minus_GOT2	12	1416	2393	863	0.23507044063515345	0.13303657719178433	0.10203386344336912	1.7669609786809084	0.07274963015718051	1.4442763056257786	0.009900990099009901	1	hla_drb5_no_cd74_ptprc	glutamate_transamination	glutamate_transamination_minus_GOT2
GSE225857	L1	hla_drb5_no_cd74_ptprc_to_glutamate_transamination_minus_GLUD1	12	1416	2393	863	0.3525035299462232	0.2218680226546455	0.1306355072915777	1.5887982672244834	0.10370094602016168	1.4097389964142772	0.009900990099009901	1	hla_drb5_no_cd74_ptprc	glutamate_transamination	glutamate_transamination_minus_GLUD1
GSE225857	L1	hla_drb5_no_cd74_ptprc_to_glutamate_transamination_minus_GLS	12	1416	2393	863	0.3214618485243376	0.206961021081288	0.11450082744304962	1.5532482727657069	0.0934275894853832	1.4048502147786592	0.019801980198019802	1	hla_drb5_no_cd74_ptprc	glutamate_transamination	glutamate_transamination_minus_GLS
GSE225857	L1	hla_drb5_only_to_pyruvate_mito_entry	12	0	0	4672	nan	0.4629939060064048	nan	nan	nan	nan	nan		hla_drb5_only	pyruvate_mito_entry	pyruvate_mito_entry
GSE225857	L1	hla_drb5_only_to_pyruvate_mito_entry_minus_MPC1	12	0	0	4672	nan	0.5019903203610311	nan	nan	nan	nan	nan		hla_drb5_only	pyruvate_mito_entry	pyruvate_mito_entry_minus_MPC1
GSE225857	L1	hla_drb5_only_to_pyruvate_mito_entry_minus_MPC2	12	0	0	4672	nan	0.45581337543031836	nan	nan	nan	nan	nan		hla_drb5_only	pyruvate_mito_entry	pyruvate_mito_entry_minus_MPC2
GSE225857	L1	hla_drb5_only_to_pyruvate_mito_entry_minus_PDHA1	12	0	0	4672	nan	0.4079344903225828	nan	nan	nan	nan	nan		hla_drb5_only	pyruvate_mito_entry	pyruvate_mito_entry_minus_PDHA1
GSE225857	L1	hla_drb5_only_to_pyruvate_mito_entry_minus_PDHB	12	0	0	4672	nan	0.48623743791168683	nan	nan	nan	nan	nan		hla_drb5_only	pyruvate_mito_entry	pyruvate_mito_entry_minus_PDHB
GSE225857	L1	hla_drb5_only_to_glutamate_transamination	12	0	0	4672	nan	0.326103536405124	nan	nan	nan	nan	nan		hla_drb5_only	glutamate_transamination	glutamate_transamination
GSE225857	L1	hla_drb5_only_to_glutamate_transamination_minus_GOT1	12	0	0	4672	nan	0.35319141760998807	nan	nan	nan	nan	nan		hla_drb5_only	glutamate_transamination	glutamate_transamination_minus_GOT1
GSE225857	L1	hla_drb5_only_to_glutamate_transamination_minus_GOT2	12	0	0	4672	nan	0.24753712287433507	nan	nan	nan	nan	nan		hla_drb5_only	glutamate_transamination	glutamate_transamination_minus_GOT2
GSE225857	L1	hla_drb5_only_to_glutamate_transamination_minus_GLUD1	12	0	0	4672	nan	0.3685120552980103	nan	nan	nan	nan	nan		hla_drb5_only	glutamate_transamination	glutamate_transamination_minus_GLUD1
GSE225857	L1	hla_drb5_only_to_glutamate_transamination_minus_GLS	12	0	0	4672	nan	0.3351735498381626	nan	nan	nan	nan	nan		hla_drb5_only	glutamate_transamination	glutamate_transamination_minus_GLS
GSE225857	L2	hla_drb5_original_to_pyruvate_mito_entry	12	1486	2343	967	0.14382444012490297	0.1226251338587613	0.02119930626614168	1.172878965339674	0.015073769144955533	1.1136508708219075	0.12871287128712872	0	hla_drb5_original	pyruvate_mito_entry	pyruvate_mito_entry
GSE225857	L2	hla_drb5_original_to_pyruvate_mito_entry_minus_MPC1	12	1486	2343	967	0.15932821066122052	0.13237553747767047	0.026952673183550047	1.2036076581603796	0.016801428498529638	1.1159305337311232	0.0594059405940594	0	hla_drb5_original	pyruvate_mito_entry	pyruvate_mito_entry_minus_MPC1
GSE225857	L2	hla_drb5_original_to_pyruvate_mito_entry_minus_MPC2	12	1486	2343	967	0.13501285101188204	0.11550105632839056	0.019511794683491485	1.1689317423038617	0.014253680417624193	1.1167835433203603	0.19801980198019803	0	hla_drb5_original	pyruvate_mito_entry	pyruvate_mito_entry_minus_MPC2
GSE225857	L2	hla_drb5_original_to_pyruvate_mito_entry_minus_PDHA1	12	1486	2343	967	0.13571957405538987	0.11943172920029957	0.0162878448550903	1.1363778701367864	0.014959185823970857	1.1181231052235256	0.4158415841584158	0	hla_drb5_original	pyruvate_mito_entry	pyruvate_mito_entry_minus_PDHA1
GSE225857	L2	hla_drb5_original_to_pyruvate_mito_entry_minus_PDHB	12	1486	2343	967	0.14523712477111944	0.12319221242868458	0.022044912342434858	1.1789472882078205	0.014966558248507796	1.111798906093146	0.15841584158415842	0	hla_drb5_original	pyruvate_mito_entry	pyruvate_mito_entry_minus_PDHB
GSE225857	L2	hla_drb5_original_to_glutamate_transamination	12	1486	2343	967	0.11580365448090438	0.09509127587766397	0.020712378603240406	1.2178157608263362	0.012190934312489535	1.1188334170296699	0.04950495049504951	1	hla_drb5_original	glutamate_transamination	glutamate_transamination
GSE225857	L2	hla_drb5_original_to_glutamate_transamination_minus_GOT1	12	1486	2343	967	0.13621731903061257	0.11199243223068825	0.024224886799924322	1.2163082479539737	0.013733788054557867	1.112934092403407	0.039603960396039604	1	hla_drb5_original	glutamate_transamination	glutamate_transamination_minus_GOT1
GSE225857	L2	hla_drb5_original_to_glutamate_transamination_minus_GOT2	12	1486	2343	967	0.10108809062420326	0.07704017801996639	0.024047912604236873	1.3121476769953	0.009609841738987804	1.1095877821543971	0.009900990099009901	1	hla_drb5_original	glutamate_transamination	glutamate_transamination_minus_GOT2
GSE225857	L2	hla_drb5_original_to_glutamate_transamination_minus_GLUD1	12	1486	2343	967	0.13224107336640542	0.11298876858294479	0.019252304783460628	1.1703913143307474	0.011582139061416159	1.0965169007618885	0.15841584158415842	0	hla_drb5_original	glutamate_transamination	glutamate_transamination_minus_GLUD1
GSE225857	L2	hla_drb5_original_to_glutamate_transamination_minus_GLS	12	1486	2343	967	0.09366813490239628	0.07834372467705644	0.01532441022533984	1.1956048207882528	0.01093993812171992	1.1335826480667102	0.24752475247524752	0	hla_drb5_original	glutamate_transamination	glutamate_transamination_minus_GLS
GSE225857	L2	hla_drb5_no_ptprc_to_pyruvate_mito_entry	12	1391	2336	1069	0.14531916518083718	0.11950390606506707	0.02581525911577011	1.2160202119394683	0.020153897422042103	1.155109418741235	0.12871287128712872	0	hla_drb5_no_ptprc	pyruvate_mito_entry	pyruvate_mito_entry
GSE225857	L2	hla_drb5_no_ptprc_to_pyruvate_mito_entry_minus_MPC1	12	1391	2336	1069	0.16130607641007058	0.12837393372122882	0.03293214268884176	1.2565329404048313	0.02119433358669909	1.1489326748227209	0.039603960396039604	1	hla_drb5_no_ptprc	pyruvate_mito_entry	pyruvate_mito_entry_minus_MPC1
GSE225857	L2	hla_drb5_no_ptprc_to_pyruvate_mito_entry_minus_MPC2	12	1391	2336	1069	0.13614339698883438	0.11328896157618439	0.02285443541264999	1.2017357657328414	0.018277757598722147	1.1522989939530324	0.26732673267326734	0	hla_drb5_no_ptprc	pyruvate_mito_entry	pyruvate_mito_entry_minus_MPC2
GSE225857	L2	hla_drb5_no_ptprc_to_pyruvate_mito_entry_minus_PDHA1	12	1391	2336	1069	0.13719001226950617	0.11585361021075255	0.021336402058753617	1.1841669156441477	0.018572675687256044	1.1492129030555496	0.297029702970297	0	hla_drb5_no_ptprc	pyruvate_mito_entry	pyruvate_mito_entry_minus_PDHA1
GSE225857	L2	hla_drb5_no_ptprc_to_pyruvate_mito_entry_minus_PDHB	12	1391	2336	1069	0.1466371750549376	0.1204991187521025	0.026138056302835097	1.2169149166692892	0.019848249209853598	1.1509758782843864	0.16831683168316833	0	hla_drb5_no_ptprc	pyruvate_mito_entry	pyruvate_mito_entry_minus_PDHB
GSE225857	L2	hla_drb5_no_ptprc_to_glutamate_transamination	12	1391	2336	1069	0.11672593409703767	0.09239507979606054	0.02433085430097713	1.263334956305915	0.01472191060238537	1.144889032348906	0.0297029702970297	1	hla_drb5_no_ptprc	glutamate_transamination	glutamate_transamination
GSE225857	L2	hla_drb5_no_ptprc_to_glutamate_transamination_minus_GOT1	12	1391	2336	1069	0.1368979848702997	0.10937700581641951	0.02752097905388018	1.2516157655665938	0.01805345391595739	1.151426785866866	0.04950495049504951	1	hla_drb5_no_ptprc	glutamate_transamination	glutamate_transamination_minus_GOT1
GSE225857	L2	hla_drb5_no_ptprc_to_glutamate_transamination_minus_GOT2	12	1391	2336	1069	0.10215802902471588	0.07503970592863292	0.02711832309608296	1.361386318889283	0.012524222219192985	1.1459841725271598	0.009900990099009901	1	hla_drb5_no_ptprc	glutamate_transamination	glutamate_transamination_minus_GOT2
GSE225857	L2	hla_drb5_no_ptprc_to_glutamate_transamination_minus_GLUD1	12	1391	2336	1069	0.13344541455088466	0.10941373267505887	0.024031681875825786	1.219640453609201	0.014995662324719048	1.1267805511980813	0.06930693069306931	0	hla_drb5_no_ptprc	glutamate_transamination	glutamate_transamination_minus_GLUD1
GSE225857	L2	hla_drb5_no_ptprc_to_glutamate_transamination_minus_GLS	12	1391	2336	1069	0.09440230794225048	0.07574987476413086	0.018652433178119612	1.2462371487239994	0.012937833179084366	1.159434768320819	0.0891089108910891	0	hla_drb5_no_ptprc	glutamate_transamination	glutamate_transamination_minus_GLS
GSE225857	L2	hla_drb5_no_cd74_ptprc_to_pyruvate_mito_entry	12	563	1884	2349	0.1625657153453538	0.14111353186743708	0.02145218347791672	1.1520207395706674	0.017595997508382602	1.1230930241098498	0.19801980198019803	0	hla_drb5_no_cd74_ptprc	pyruvate_mito_entry	pyruvate_mito_entry
GSE225857	L2	hla_drb5_no_cd74_ptprc_to_pyruvate_mito_entry_minus_MPC1	12	563	1884	2349	0.1786627136478639	0.15425394467701897	0.02440876897084493	1.1582375674213885	0.019925040369123587	1.1272269180286763	0.19801980198019803	0	hla_drb5_no_cd74_ptprc	pyruvate_mito_entry	pyruvate_mito_entry_minus_MPC1
GSE225857	L2	hla_drb5_no_cd74_ptprc_to_pyruvate_mito_entry_minus_MPC2	12	563	1884	2349	0.1513250107616158	0.13168069094244078	0.019644319819175027	1.149181475876078	0.0171446398771595	1.1293815004546255	0.297029702970297	0	hla_drb5_no_cd74_ptprc	pyruvate_mito_entry	pyruvate_mito_entry_minus_MPC2
GSE225857	L2	hla_drb5_no_cd74_ptprc_to_pyruvate_mito_entry_minus_PDHA1	12	563	1884	2349	0.15487427584330693	0.13555691333017816	0.019317362513128766	1.1425037059237042	0.016620836809301136	1.1212027273440273	0.31683168316831684	0	hla_drb5_no_cd74_ptprc	pyruvate_mito_entry	pyruvate_mito_entry_minus_PDHA1
GSE225857	L2	hla_drb5_no_cd74_ptprc_to_pyruvate_mito_entry_minus_PDHB	12	563	1884	2349	0.16540086112862865	0.14296257852011038	0.022438282608518267	1.156952139789238	0.017081522432908048	1.117629411350074	0.2079207920792079	0	hla_drb5_no_cd74_ptprc	pyruvate_mito_entry	pyruvate_mito_entry_minus_PDHB
GSE225857	L2	hla_drb5_no_cd74_ptprc_to_glutamate_transamination	12	563	1884	2349	0.12744076325906828	0.11084334530372052	0.016597417955347762	1.1497376131139798	0.013725714386156267	1.1226953820057148	0.27722772277227725	0	hla_drb5_no_cd74_ptprc	glutamate_transamination	glutamate_transamination
GSE225857	L2	hla_drb5_no_cd74_ptprc_to_glutamate_transamination_minus_GOT1	12	563	1884	2349	0.15049099509660954	0.1310846152661906	0.01940637983041893	1.1480446793165684	0.015728892092531536	1.1186437613989795	0.16831683168316833	0	hla_drb5_no_cd74_ptprc	glutamate_transamination	glutamate_transamination_minus_GOT1
GSE225857	L2	hla_drb5_no_cd74_ptprc_to_glutamate_transamination_minus_GOT2	12	563	1884	2349	0.10916437299160463	0.09473715868936407	0.01442721430224056	1.1522867531793548	0.01222415062436085	1.1284054533336798	0.27722772277227725	0	hla_drb5_no_cd74_ptprc	glutamate_transamination	glutamate_transamination_minus_GOT2
GSE225857	L2	hla_drb5_no_cd74_ptprc_to_glutamate_transamination_minus_GLUD1	12	563	1884	2349	0.14655717445038924	0.12739689392836054	0.0191602805220287	1.1503983333597063	0.015270482755022817	1.1180302052947177	0.1782178217821782	0	hla_drb5_no_cd74_ptprc	glutamate_transamination	glutamate_transamination_minus_GLUD1
GSE225857	L2	hla_drb5_no_cd74_ptprc_to_glutamate_transamination_minus_GLS	12	563	1884	2349	0.1035505104976697	0.09015471333096683	0.01339579716670286	1.1485867645935002	0.012892553046017902	1.1436390898199618	0.40594059405940597	0	hla_drb5_no_cd74_ptprc	glutamate_transamination	glutamate_transamination_minus_GLS
GSE225857	L2	hla_drb5_only_to_pyruvate_mito_entry	12	254	1142	3400	0.16441292439756308	0.14860577270529104	0.015807151692272037	1.10636970155675	0.012743884116779694	1.0855415684565761	0.26732673267326734	0	hla_drb5_only	pyruvate_mito_entry	pyruvate_mito_entry
GSE225857	L2	hla_drb5_only_to_pyruvate_mito_entry_minus_MPC1	12	254	1142	3400	0.17957843099330054	0.16325905142298	0.016319379570320536	1.0999600293403606	0.013840928971263964	1.084777253464131	0.33663366336633666	0	hla_drb5_only	pyruvate_mito_entry	pyruvate_mito_entry_minus_MPC1
GSE225857	L2	hla_drb5_only_to_pyruvate_mito_entry_minus_MPC2	12	254	1142	3400	0.15115687048893722	0.1388225901371935	0.01233428035174372	1.0888492308028124	0.012588645452827184	1.090970221481617	0.5148514851485149	0	hla_drb5_only	pyruvate_mito_entry	pyruvate_mito_entry_minus_MPC2
GSE225857	L2	hla_drb5_only_to_pyruvate_mito_entry_minus_PDHA1	12	254	1142	3400	0.15679073856443074	0.14226366495902892	0.014527073605401813	1.1021137309346383	0.013763528752480454	1.0966585100934272	0.39603960396039606	0	hla_drb5_only	pyruvate_mito_entry	pyruvate_mito_entry_minus_PDHA1
GSE225857	L2	hla_drb5_only_to_pyruvate_mito_entry_minus_PDHB	12	254	1142	3400	0.1701256575435838	0.15007778430196173	0.020047873241622077	1.13358321709551	0.014354229601154726	1.0952660390924776	0.21782178217821782	0	hla_drb5_only	pyruvate_mito_entry	pyruvate_mito_entry_minus_PDHB
GSE225857	L2	hla_drb5_only_to_glutamate_transamination	12	254	1142	3400	0.12467719507891246	0.11737522062790431	0.00730197445100815	1.0622105280138847	0.009901622397806415	1.0847722237982642	0.7029702970297029	0	hla_drb5_only	glutamate_transamination	glutamate_transamination
GSE225857	L2	hla_drb5_only_to_glutamate_transamination_minus_GOT1	12	254	1142	3400	0.14784038227981788	0.1383086294268617	0.009531752852956182	1.0689165447771038	0.009793808704632307	1.0709510608910968	0.4752475247524752	0	hla_drb5_only	glutamate_transamination	glutamate_transamination_minus_GOT1
GSE225857	L2	hla_drb5_only_to_glutamate_transamination_minus_GOT2	12	254	1142	3400	0.1079064093604488	0.1000237491608776	0.007882660199571206	1.078807885784133	0.008570988789216182	1.0858901261810794	0.5742574257425742	0	hla_drb5_only	glutamate_transamination	glutamate_transamination_minus_GOT2
GSE225857	L2	hla_drb5_only_to_glutamate_transamination_minus_GLUD1	12	254	1142	3400	0.14038860435849818	0.13633913474879897	0.004049469609699208	1.0297014471828667	0.008835572968791776	1.0654970825704912	0.7920792079207921	0	hla_drb5_only	glutamate_transamination	glutamate_transamination_minus_GLUD1
GSE225857	L2	hla_drb5_only_to_glutamate_transamination_minus_GLS	12	254	1142	3400	0.10257338431688497	0.094829369175079	0.007744015141805963	1.0816626242394227	0.010015620865471642	1.1064655513195927	0.7425742574257426	0	hla_drb5_only	glutamate_transamination	glutamate_transamination_minus_GLS
